idade,genero,estado,frequencia,combustivel,abastecimento,renda,posto,importancia,fidelidade-postos,aplicativo,motivo,conveniencia,classificacao
25-35 anos,Masculino,Rio Grande do Norte,Diariamente,GNV,Completo as vezes,Principal fonte de renda,Shell,Loja de Conveniência,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Masculino,Distrito Federal,Diariamente,Diesel,Completo as vezes,Lazer,Ipiranga,Localização,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,1
36-49 anos,Prefiro não dizer,Rio de Janeiro,2-4 vezes na semana,Diesel,Conforme o uso,Principal fonte de renda,Ale,Localização,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Não,0
36-49 anos,Prefiro não dizer,Tocantins,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Sim,Utilizo outros,Cashback,Sim,5
Mais de 50 anos,Outros,Goias,2-4 vezes na semana,Gasolina Aditivada,Sempre completo,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Prefiro não dizer,Bahia,Semanalmente,Gasolina Aditivada,Conforme o uso,Lazer,BR,Serviços Adicionais,Não,Utilizo outros,Cashback,Sim,2
Mais de 50 anos,Masculino,Distrito Federal,Quinzenalmente,Gasolina Aditivada,Sempre completo,Principal fonte de renda,Texaco,Atendimento,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Prefiro não dizer,Rondonia,Quinzenalmente,Gasolina comum,Sempre completo,Principal fonte de renda,Ipiranga,Atendimento,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,3
Mais de 50 anos,Masculino,Rio Grande do Sul,Semanalmente,Diesel,Conforme o uso,Principal fonte de renda,Shell,Localização,Não,Utilizo outros,Cashback,Não,0
Mais de 50 anos,Feminino,Amazonas,Semanalmente,GNV,Conforme o uso,Locomoção para o trabalho,Shell,Serviços Adicionais,Sim,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Prefiro não dizer,Espirito Santo,Quinzenalmente,Gasolina comum,Completo as vezes,Principal fonte de renda,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,2
18-24 anos,Prefiro não dizer,Sergipe,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Texaco,Atendimento,Sim,Conheço mas não utilizo,Cashback,Não,3
36-49 anos,Outros,Espirito Santo,Diariamente,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Não,Não conheço,Cashback,Não,5
18-24 anos,Outros,Mato Grosso do Sul,Quinzenalmente,Diesel,Conforme o uso,Lazer,Ale,Qualidade do combustível,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,1
Mais de 50 anos,Feminino,Tocantins,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,Texaco,Preço,Sim,Conheço mas não utilizo,Cashback,Sim,3
Mais de 50 anos,Prefiro não dizer,Santa Catarina,2-4 vezes na semana,Gasolina Aditivada,Conforme o uso,Lazer,BR,Localização,Não,Conheço mas não utilizo,Cashback,Sim,0
18-24 anos,Feminino,Bahia,Semanalmente,GNV,Conforme o uso,Principal fonte de renda,Ale,Localização,Sim,Não conheço,Cashback,Não,5
36-49 anos,Prefiro não dizer,Mato Grosso,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Texaco,Loja de Conveniência,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,1
25-35 anos,Masculino,Sao Paulo,Semanalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,2
18-24 anos,Prefiro não dizer,Minas Gerais,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,0
25-35 anos,Outros,Rio Grande do Norte,2-4 vezes na semana,GNV,Completo as vezes,Locomoção para o trabalho,Shell,Atendimento,Sim,Conheço mas não utilizo,Cashback,Sim,3
Mais de 50 anos,Prefiro não dizer,Parana,Quinzenalmente,Gasolina comum,Sempre completo,Locomoção para o trabalho,Ale,Atendimento,Não,Não conheço,Cashback,Não,5
Mais de 50 anos,Masculino,Rio Grande do Norte,Quinzenalmente,Etanol,Sempre completo,Principal fonte de renda,Petrobras,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Sim,5
Mais de 50 anos,Prefiro não dizer,Espirito Santo,Semanalmente,Gasolina Aditivada,Conforme o uso,Locomoção para o trabalho,Petrobras,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Masculino,Maranhao,2-4 vezes na semana,Diesel,Conforme o uso,Principal fonte de renda,Ale,Atendimento,Não,Não conheço,Cashback,Não,1
Mais de 50 anos,Feminino,Distrito Federal,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Shell,Localização,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,3
25-35 anos,Prefiro não dizer,Maranhao,2-4 vezes na semana,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Ale,Atendimento,Sim,Utilizo outros,Cashback,Não,1
Mais de 50 anos,Outros,Ceara,Diariamente,Elétrico,Completo as vezes,Lazer,Ale,Qualidade do combustível,Não,Utilizo outros,Cashback,Sim,4
18-24 anos,Masculino,Parana,Quinzenalmente,Gasolina comum,Sempre completo,Lazer,Ipiranga,Qualidade do combustível,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Sim,0
18-24 anos,Masculino,Tocantins,Diariamente,Etanol,Sempre completo,Principal fonte de renda,Ipiranga,Qualidade do combustível,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,4
18-24 anos,Prefiro não dizer,Rio Grande do Sul,Semanalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Não conheço,Cashback,Sim,4
18-24 anos,Feminino,Rio Grande do Sul,Quinzenalmente,Gasolina comum,Conforme o uso,Locomoção para o trabalho,BR,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,0
18-24 anos,Prefiro não dizer,Goias,2-4 vezes na semana,GNV,Conforme o uso,Lazer,Ale,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,2
25-35 anos,Masculino,Distrito Federal,Quinzenalmente,Elétrico,Completo as vezes,Principal fonte de renda,Texaco,Loja de Conveniência,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Não,1
25-35 anos,Masculino,Acre,Diariamente,Etanol,Conforme o uso,Principal fonte de renda,Ale,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,3
Mais de 50 anos,Feminino,Para,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Ale,Atendimento,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Piaui,Semanalmente,Elétrico,Conforme o uso,Lazer,Petrobras,Atendimento,Não,Utilizo outros,Cashback,Não,2
36-49 anos,Masculino,Acre,2-4 vezes na semana,Elétrico,Conforme o uso,Lazer,Ale,Qualidade do combustível,Sim,Utilizo outros,Cashback,Não,3
18-24 anos,Prefiro não dizer,Ceara,Quinzenalmente,Elétrico,Completo as vezes,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,5
18-24 anos,Prefiro não dizer,Amazonas,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Ale,Preço,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Prefiro não dizer,Para,Semanalmente,Elétrico,Sempre completo,Principal fonte de renda,Texaco,Loja de Conveniência,Não,Conheço e utilizo,Cashback,Não,3
18-24 anos,Outros,Acre,Semanalmente,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Texaco,Loja de Conveniência,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,0
18-24 anos,Outros,Tocantins,Semanalmente,Elétrico,Sempre completo,Lazer,Petrobras,Localização,Sim,Conheço mas não utilizo,Cashback,Não,2
Mais de 50 anos,Feminino,Santa Catarina,2-4 vezes na semana,Gasolina Aditivada,Conforme o uso,Locomoção para o trabalho,Ale,Atendimento,Não,Conheço e utilizo,Cashback,Não,1
18-24 anos,Outros,Rio Grande do Sul,2-4 vezes na semana,Etanol,Completo as vezes,Principal fonte de renda,BR,Serviços Adicionais,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,4
36-49 anos,Masculino,Rio de Janeiro,Semanalmente,Gasolina Aditivada,Conforme o uso,Lazer,Ale,Serviços Adicionais,Sim,Utilizo outros,Cashback,Sim,5
25-35 anos,Prefiro não dizer,Tocantins,Diariamente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Prefiro não dizer,Distrito Federal,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Preço,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,3
36-49 anos,Prefiro não dizer,Pernambuco,2-4 vezes na semana,Diesel,Completo as vezes,Principal fonte de renda,Ale,Serviços Adicionais,Não,Não conheço,Cashback,Não,3
18-24 anos,Masculino,Tocantins,Quinzenalmente,Etanol,Conforme o uso,Lazer,Ale,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,1
Mais de 50 anos,Prefiro não dizer,Pernambuco,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Ale,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,3
25-35 anos,Feminino,Parana,2-4 vezes na semana,Diesel,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,0
Mais de 50 anos,Outros,Ceara,2-4 vezes na semana,Diesel,Completo as vezes,Principal fonte de renda,BR,Loja de Conveniência,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,1
Mais de 50 anos,Feminino,Alagoas,Semanalmente,Diesel,Sempre completo,Principal fonte de renda,Texaco,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,5
25-35 anos,Outros,Paraiba,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,BR,Localização,Sim,Não conheço,Cashback,Sim,3
25-35 anos,Prefiro não dizer,Roraima,2-4 vezes na semana,Diesel,Sempre completo,Lazer,Petrobras,Qualidade do combustível,Não,Utilizo outros,Cashback,Sim,0
18-24 anos,Prefiro não dizer,Acre,Diariamente,Diesel,Conforme o uso,Principal fonte de renda,Ale,Preço,Não,Conheço e utilizo,Cashback,Não,3
18-24 anos,Masculino,Sergipe,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,BR,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,1
25-35 anos,Outros,Sao Paulo,Semanalmente,Gasolina comum,Completo as vezes,Principal fonte de renda,Ale,Qualidade do combustível,Sim,Utilizo outros,Cashback,Sim,0
Mais de 50 anos,Feminino,Mato Grosso do Sul,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Texaco,Preço,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,4
18-24 anos,Outros,Pernambuco,2-4 vezes na semana,Gasolina comum,Completo as vezes,Lazer,BR,Qualidade do combustível,Sim,Conheço mas não utilizo,Cashback,Não,5
25-35 anos,Outros,Roraima,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Não conheço,Cashback,Sim,1
Mais de 50 anos,Feminino,Rio Grande do Norte,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Lazer,Ale,Preço,Não,Utilizo outros,Cashback,Não,1
Mais de 50 anos,Masculino,Distrito Federal,Quinzenalmente,Gasolina comum,Sempre completo,Principal fonte de renda,Petrobras,Serviços Adicionais,Sim,Não conheço,Cashback,Não,5
25-35 anos,Outros,Roraima,Quinzenalmente,GNV,Sempre completo,Principal fonte de renda,Shell,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,0
25-35 anos,Prefiro não dizer,Espirito Santo,2-4 vezes na semana,Etanol,Conforme o uso,Lazer,Shell,Loja de Conveniência,Sim,Utilizo outros,Cashback,Sim,4
18-24 anos,Prefiro não dizer,Mato Grosso do Sul,Diariamente,Diesel,Sempre completo,Principal fonte de renda,Shell,Preço,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Outros,Rio de Janeiro,Diariamente,GNV,Conforme o uso,Principal fonte de renda,Ale,Localização,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,0
18-24 anos,Feminino,Pernambuco,2-4 vezes na semana,Gasolina comum,Completo as vezes,Locomoção para o trabalho,Petrobras,Localização,Não,Não conheço,Cashback,Não,1
36-49 anos,Prefiro não dizer,Minas Gerais,Semanalmente,Diesel,Sempre completo,Locomoção para o trabalho,Petrobras,Preço,Não,Utilizo outros,Cashback,Não,1
Mais de 50 anos,Prefiro não dizer,Rio Grande do Norte,2-4 vezes na semana,Gasolina Aditivada,Sempre completo,Principal fonte de renda,BR,Localização,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
36-49 anos,Prefiro não dizer,Goias,Diariamente,Diesel,Completo as vezes,Principal fonte de renda,Ipiranga,Serviços Adicionais,Sim,Conheço e utilizo,Cashback,Sim,4
Mais de 50 anos,Prefiro não dizer,Minas Gerais,Diariamente,GNV,Sempre completo,Lazer,Ale,Serviços Adicionais,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Sim,2
25-35 anos,Prefiro não dizer,Goias,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Ale,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Prefiro não dizer,Sao Paulo,Quinzenalmente,GNV,Conforme o uso,Principal fonte de renda,Ale,Serviços Adicionais,Sim,Não conheço,Cashback,Sim,3
Mais de 50 anos,Feminino,Para,Quinzenalmente,Etanol,Conforme o uso,Locomoção para o trabalho,Ipiranga,Serviços Adicionais,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,0
36-49 anos,Masculino,Para,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,BR,Loja de Conveniência,Sim,Não conheço,Cashback,Não,5
Mais de 50 anos,Outros,Rio Grande do Sul,Diariamente,Gasolina comum,Sempre completo,Lazer,Shell,Serviços Adicionais,Não,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Outros,Ceara,Quinzenalmente,Etanol,Sempre completo,Principal fonte de renda,BR,Localização,Não,Utilizo outros,Cashback,Sim,1
Mais de 50 anos,Prefiro não dizer,Rio Grande do Norte,Semanalmente,Elétrico,Sempre completo,Locomoção para o trabalho,Petrobras,Qualidade do combustível,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Outros,Mato Grosso,Diariamente,Diesel,Sempre completo,Principal fonte de renda,Ipiranga,Loja de Conveniência,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Masculino,Amapa,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Shell,Loja de Conveniência,Não,Utilizo outros,Cashback,Sim,2
25-35 anos,Prefiro não dizer,Mato Grosso,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Locomoção para o trabalho,Petrobras,Serviços Adicionais,Não,Não conheço,Cashback,Não,3
Mais de 50 anos,Feminino,Para,2-4 vezes na semana,Gasolina comum,Conforme o uso,Lazer,Ale,Localização,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Sim,5
25-35 anos,Outros,Alagoas,Diariamente,Gasolina Aditivada,Conforme o uso,Lazer,Ale,Loja de Conveniência,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Masculino,Acre,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Lazer,Ale,Serviços Adicionais,Sim,Conheço mas não utilizo,Cashback,Não,0
Mais de 50 anos,Masculino,Paraiba,Quinzenalmente,Gasolina Aditivada,Sempre completo,Locomoção para o trabalho,Petrobras,Localização,Sim,Não conheço,Descontos em abastecimento/serviços,Sim,3
18-24 anos,Prefiro não dizer,Rio Grande do Sul,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Ale,Serviços Adicionais,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Roraima,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Ipiranga,Qualidade do combustível,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,0
Mais de 50 anos,Masculino,Minas Gerais,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Sim,0
Mais de 50 anos,Masculino,Acre,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,BR,Preço,Sim,Não conheço,Cashback,Sim,3
18-24 anos,Feminino,Parana,Semanalmente,Etanol,Completo as vezes,Locomoção para o trabalho,Petrobras,Preço,Não,Utilizo outros,Cashback,Não,4
18-24 anos,Prefiro não dizer,Rio Grande do Norte,Quinzenalmente,GNV,Completo as vezes,Principal fonte de renda,Ipiranga,Atendimento,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,1
Mais de 50 anos,Prefiro não dizer,Acre,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Texaco,Serviços Adicionais,Sim,Não conheço,Cashback,Sim,1
36-49 anos,Masculino,Amazonas,Quinzenalmente,Elétrico,Conforme o uso,Lazer,Ipiranga,Qualidade do combustível,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Masculino,Mato Grosso,Quinzenalmente,Diesel,Sempre completo,Lazer,BR,Atendimento,Sim,Utilizo outros,Cashback,Não,1
36-49 anos,Prefiro não dizer,Parana,Quinzenalmente,Gasolina comum,Conforme o uso,Lazer,Shell,Preço,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,3
25-35 anos,Outros,Goias,Quinzenalmente,GNV,Completo as vezes,Principal fonte de renda,Texaco,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,4
25-35 anos,Prefiro não dizer,Rondonia,Semanalmente,GNV,Conforme o uso,Principal fonte de renda,BR,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Prefiro não dizer,Mato Grosso,Quinzenalmente,Diesel,Conforme o uso,Locomoção para o trabalho,Ipiranga,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,0
18-24 anos,Outros,Ceara,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Lazer,Petrobras,Preço,Sim,Conheço mas não utilizo,Cashback,Não,1
25-35 anos,Outros,Pernambuco,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Petrobras,Loja de Conveniência,Sim,Utilizo outros,Cashback,Sim,0
18-24 anos,Feminino,Tocantins,2-4 vezes na semana,Gasolina comum,Completo as vezes,Locomoção para o trabalho,Petrobras,Loja de Conveniência,Não,Utilizo outros,Cashback,Não,2
36-49 anos,Masculino,Rio Grande do Sul,Quinzenalmente,Etanol,Conforme o uso,Locomoção para o trabalho,Ale,Serviços Adicionais,Sim,Conheço mas não utilizo,Cashback,Não,0
Mais de 50 anos,Prefiro não dizer,Tocantins,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Ipiranga,Atendimento,Não,Utilizo outros,Cashback,Sim,5
25-35 anos,Masculino,Mato Grosso do Sul,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Ale,Atendimento,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,3
25-35 anos,Outros,Rio de Janeiro,Diariamente,GNV,Conforme o uso,Lazer,Ale,Localização,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
